from_address,to_addresss,weight,distance,delivery_req,shipping_costs,ratings,otds,best_shipping_cost,carrier_ServiceType
28728,32337,27.45,571.6000212770964,3,"[31.260666808513975, 31.260666808513975, 52.260666808513975, 31.260666808513975, 48.260666808513975, 31.260666808513975, 52.260666808513975]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",31.260666808513975,FEDEX_FEDEX_GROUND
28728,20701,37.65,660.349914755519,2,"[42.052332765036795, 78.0523327650368, 63.052332765036795, 42.052332765036795, 59.052332765036795, 75.0523327650368, 63.052332765036795]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",78.0523327650368,FEDEX_FEDEX_GROUND
28728,72206,52.69,875.0353958353745,1,"[123.52356930556917, 94.52356930556917, 79.52356930556917, 118.52356930556917, 75.52356930556917, 91.52356930556917, 79.52356930556917]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",94.52356930556917,FEDEX_FEDEX_GROUND
28728,99170,64.08,3142.9723759761578,1,"[150.03314917317437, 121.03314917317438, 106.03314917317438, 145.03314917317437, 102.03314917317438, 118.03314917317438, 106.03314917317438]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",121.03314917317438,FEDEX_FEDEX_GROUND
28728,48846,37.15,856.9338682458234,2,"[42.862892454972155, 78.86289245497215, 63.862892454972155, 42.862892454972155, 59.862892454972155, 75.86289245497215, 63.862892454972155]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",78.86289245497215,FEDEX_FEDEX_GROUND
28728,33233,86.68,1107.6207137465783,3,"[94.06413809164387, 94.06413809164387, 115.06413809164385, 94.06413809164387, 111.06413809164385, 94.06413809164387, 115.06413809164385]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",94.06413809164387,FEDEX_FEDEX_GROUND
28728,64646,18.87,1061.7538368592186,1,"[90.9483589123948, 61.948358912394795, 46.948358912394795, 85.9483589123948, 42.948358912394795, 58.948358912394795, 46.948358912394795]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",61.948358912394795,FEDEX_FEDEX_GROUND
28728,75573,51.75,1084.9665408645326,1,"[123.98311027243022, 94.98311027243022, 79.98311027243022, 118.98311027243022, 75.98311027243022, 91.98311027243022, 79.98311027243022]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",94.98311027243022,FEDEX_FEDEX_GROUND
28728,77554,51.74,1344.422966193826,3,"[60.70281977462551, 60.70281977462551, 81.70281977462551, 60.70281977462551, 77.70281977462551, 60.70281977462551, 81.70281977462551]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",60.70281977462551,FEDEX_FEDEX_GROUND
28728,06509,58.51,1068.1996010995063,1,"[130.6313306739967, 101.6313306739967, 86.6313306739967, 125.6313306739967, 82.6313306739967, 98.6313306739967, 86.6313306739967]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",101.6313306739967,FEDEX_FEDEX_GROUND
28728,28207,56.61,173.92824450619452,1,"[122.7695216300413, 93.7695216300413, 78.7695216300413, 117.7695216300413, 74.7695216300413, 90.7695216300413, 78.7695216300413]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",93.7695216300413,FEDEX_FEDEX_GROUND
28728,53826,11.64,1101.9127905844532,2,"[18.986085270563024, 54.986085270563024, 39.986085270563024, 18.986085270563024, 35.986085270563024, 51.986085270563024, 39.986085270563024]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",54.986085270563024,FEDEX_FEDEX_GROUND
28728,01021,60.37,1145.8013740778065,3,"[68.00867582718537, 68.00867582718537, 89.00867582718537, 68.00867582718537, 85.00867582718537, 68.00867582718537, 89.00867582718537]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",68.00867582718537,FEDEX_FEDEX_GROUND
28728,44853,24.87,619.7123600495144,1,"[94.00141573366344, 65.00141573366344, 50.001415733663436, 89.00141573366344, 46.001415733663436, 62.001415733663436, 50.001415733663436]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",65.00141573366344,FEDEX_FEDEX_GROUND
28728,59072,77.58,2469.9581829229014,3,"[94.04638788615267, 94.04638788615267, 115.04638788615267, 94.04638788615267, 111.04638788615267, 94.04638788615267, 115.04638788615267]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",94.04638788615267,FEDEX_FEDEX_GROUND
28728,34138,65.75,1084.6553789522827,1,"[137.98103585968187, 108.98103585968188, 93.98103585968188, 132.98103585968187, 89.98103585968188, 105.98103585968188, 93.98103585968188]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",108.98103585968188,FEDEX_FEDEX_GROUND
28728,19734,91.69,755.3004702431186,2,"[96.72533646828745, 132.72533646828745, 117.72533646828745, 96.72533646828745, 113.72533646828745, 129.72533646828745, 117.72533646828745]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",132.72533646828745,FEDEX_FEDEX_GROUND
28728,74902,81.32,1066.756422079256,3,"[88.43170948052837, 88.43170948052837, 109.43170948052837, 88.43170948052837, 105.43170948052837, 88.43170948052837, 109.43170948052837]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",88.43170948052837,FEDEX_FEDEX_GROUND
28728,20686,95.4,633.0546730646562,1,"[164.62036448709773, 135.62036448709773, 120.62036448709772, 159.62036448709773, 116.62036448709772, 132.62036448709773, 120.62036448709772]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",135.62036448709773,FEDEX_FEDEX_GROUND
28728,48632,10.5,950.1940513922045,2,"[16.834627009281363, 52.83462700928136, 37.83462700928136, 16.834627009281363, 33.83462700928136, 49.83462700928136, 37.83462700928136]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",52.83462700928136,FEDEX_FEDEX_GROUND
28728,54467,93.48,1152.2665240118347,1,"[166.16177682674555, 137.16177682674555, 122.16177682674557, 161.16177682674555, 118.16177682674557, 134.16177682674555, 122.16177682674557]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",137.16177682674555,FEDEX_FEDEX_GROUND
28728,60120,95.71,871.6114528634442,2,"[101.52074301908962, 137.52074301908962, 122.52074301908962, 101.52074301908962, 118.52074301908962, 134.52074301908962, 122.52074301908962]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",137.52074301908962,FEDEX_FEDEX_GROUND
28728,56165,70.38,1439.412107551904,3,"[79.97608071701269, 79.97608071701269, 100.97608071701269, 79.97608071701269, 96.97608071701269, 79.97608071701269, 100.97608071701269]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",79.97608071701269,FEDEX_FEDEX_GROUND
28728,58716,44.61,2037.8843495994033,1,"[123.19589566399603, 94.19589566399603, 79.19589566399603, 118.19589566399603, 75.19589566399603, 91.19589566399603, 79.19589566399603]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",94.19589566399603,FEDEX_FEDEX_GROUND
28728,96079,22.43,3485.444913676579,3,"[45.66629942451053, 45.66629942451053, 66.66629942451053, 45.66629942451053, 62.66629942451053, 45.66629942451053, 66.66629942451053]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",45.66629942451053,FEDEX_FEDEX_GROUND
28728,70819,73.59,955.1639544456898,3,"[79.9577596963046, 79.9577596963046, 100.9577596963046, 79.9577596963046, 96.9577596963046, 79.9577596963046, 100.9577596963046]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",79.9577596963046,FEDEX_FEDEX_GROUND
28728,95518,36.66,3631.184836449124,3,"[60.86789890966082, 60.86789890966082, 81.86789890966082, 60.86789890966082, 77.86789890966082, 60.86789890966082, 81.86789890966082]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",60.86789890966082,FEDEX_FEDEX_GROUND
28728,49084,11.9,808.3500687874541,2,"[17.28900045858303, 53.289000458583025, 38.289000458583025, 17.28900045858303, 34.289000458583025, 50.289000458583025, 38.289000458583025]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",53.289000458583025,FEDEX_FEDEX_GROUND
28728,75479,62.79,1265.8813523724457,3,"[71.22920901581631, 71.22920901581631, 92.22920901581631, 71.22920901581631, 88.22920901581631, 71.22920901581631, 92.22920901581631]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",71.22920901581631,FEDEX_FEDEX_GROUND
28728,67867,36.68,1599.183261211405,2,"[47.34122174140937, 83.34122174140936, 68.34122174140937, 47.34122174140937, 64.34122174140937, 80.34122174140936, 68.34122174140937]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",83.34122174140936,FEDEX_FEDEX_GROUND
28728,18218,9.76,838.2616132428453,2,"[15.348410754952301, 51.3484107549523, 36.348410754952305, 15.348410754952301, 32.348410754952305, 48.3484107549523, 36.348410754952305]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",51.3484107549523,FEDEX_FEDEX_GROUND
28728,15601,57.12,602.4148010988063,1,"[126.13609867399205, 97.13609867399204, 82.13609867399204, 121.13609867399205, 78.13609867399204, 94.13609867399204, 82.13609867399204]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",97.13609867399204,FEDEX_FEDEX_GROUND
28728,31532,28.95,419.91517039505095,2,"[31.74943446930034, 67.74943446930034, 52.74943446930034, 31.74943446930034, 48.74943446930034, 64.74943446930034, 52.74943446930034]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",67.74943446930034,FEDEX_FEDEX_GROUND
28728,08562,52.19,876.6791304734635,1,"[123.03452753648975, 94.03452753648975, 79.03452753648975, 118.03452753648975, 75.03452753648975, 91.03452753648975, 79.03452753648975]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",94.03452753648975,FEDEX_FEDEX_GROUND
28728,55808,34.75,1474.6506951415054,1,"[109.5810046342767, 80.5810046342767, 65.5810046342767, 104.5810046342767, 61.5810046342767, 77.5810046342767, 65.5810046342767]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",80.5810046342767,FEDEX_FEDEX_GROUND
28728,67639,31.17,1531.1466517608376,3,"[41.377644345072255, 41.377644345072255, 62.377644345072255, 41.377644345072255, 58.377644345072255, 41.377644345072255, 62.377644345072255]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",41.377644345072255,FEDEX_FEDEX_GROUND
28728,50230,81.4,1196.477132399309,2,"[89.3765142159954, 125.3765142159954, 110.3765142159954, 89.3765142159954, 106.3765142159954, 122.3765142159954, 110.3765142159954]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",125.3765142159954,FEDEX_FEDEX_GROUND
28728,31917,91.73,389.5034760153212,2,"[94.32668984010215, 130.32668984010215, 115.32668984010215, 94.32668984010215, 111.32668984010215, 127.32668984010215, 115.32668984010215]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",130.32668984010215,FEDEX_FEDEX_GROUND
28728,29702,90.45,118.34707371192813,1,"[156.23898049141286, 127.23898049141286, 112.23898049141286, 151.23898049141286, 108.23898049141286, 124.23898049141286, 112.23898049141286]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",127.23898049141286,FEDEX_FEDEX_GROUND
28728,56178,82.86,1501.277325153281,3,"[92.86851550102188, 92.86851550102188, 113.86851550102188, 92.86851550102188, 109.86851550102188, 92.86851550102188, 113.86851550102188]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",92.86851550102188,FEDEX_FEDEX_GROUND
28728,36512,45.24,702.2127926128934,1,"[114.9214186174193, 85.92141861741929, 70.92141861741929, 109.9214186174193, 66.92141861741929, 82.92141861741929, 70.92141861741929]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",85.92141861741929,FEDEX_FEDEX_GROUND
28728,34420,15.42,719.4904179665108,1,"[85.2166027864434, 56.21660278644341, 41.2166027864434, 80.2166027864434, 37.2166027864434, 53.21660278644341, 41.2166027864434]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",56.21660278644341,FEDEX_FEDEX_GROUND
28728,97503,9.22,3519.1323202319136,1,"[97.68088213487943, 68.68088213487943, 53.680882134879425, 92.68088213487943, 49.680882134879425, 65.68088213487943, 53.680882134879425]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",68.68088213487943,FEDEX_FEDEX_GROUND
28728,16022,15.26,670.4096301306433,2,"[19.72939753420429, 55.72939753420429, 40.72939753420429, 19.72939753420429, 36.72939753420429, 52.72939753420429, 40.72939753420429]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",55.72939753420429,FEDEX_FEDEX_GROUND
28728,62977,33.72,580.2248536215618,3,"[37.58816569081041, 37.58816569081041, 58.58816569081041, 37.58816569081041, 54.58816569081041, 37.58816569081041, 58.58816569081041]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",37.58816569081041,FEDEX_FEDEX_GROUND
28728,20442,14.95,629.6360776388242,3,"[19.147573850925493, 19.147573850925493, 40.1475738509255, 19.147573850925493, 36.1475738509255, 19.147573850925493, 40.1475738509255]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",19.147573850925493,FEDEX_FEDEX_GROUND
28728,17943,76.15,805.0108566266322,1,"[146.51673904417754, 117.51673904417756, 102.51673904417756, 141.51673904417754, 98.51673904417756, 114.51673904417756, 102.51673904417756]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",117.51673904417756,FEDEX_FEDEX_GROUND
28728,59538,98.47,2505.341141478365,2,"[115.17227427652243, 151.17227427652244, 136.17227427652244, 115.17227427652243, 132.17227427652244, 148.17227427652244, 136.17227427652244]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",151.17227427652244,FEDEX_FEDEX_GROUND
28728,15065,50.21,628.5121856794523,3,"[54.40008123786302, 54.40008123786302, 75.40008123786302, 54.40008123786302, 71.40008123786302, 54.40008123786302, 75.40008123786302]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",54.40008123786302,FEDEX_FEDEX_GROUND
28728,42713,32.44,353.25733774721004,3,"[34.795048918314734, 34.795048918314734, 55.795048918314734, 34.795048918314734, 51.795048918314734, 34.795048918314734, 55.795048918314734]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",34.795048918314734,FEDEX_FEDEX_GROUND
28728,60950,70.42,780.5765798387209,3,"[75.62384386559148, 75.62384386559148, 96.62384386559148, 75.62384386559148, 92.62384386559148, 75.62384386559148, 96.62384386559148]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",75.62384386559148,FEDEX_FEDEX_GROUND
28728,71002,48.14,1028.7184653631728,2,"[54.998123102421154, 90.99812310242115, 75.99812310242115, 54.998123102421154, 71.99812310242115, 87.99812310242115, 75.99812310242115]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",90.99812310242115,FEDEX_FEDEX_GROUND
28728,24505,34.39,383.4174697062911,2,"[36.94611646470861, 72.94611646470861, 57.94611646470861, 36.94611646470861, 53.94611646470861, 69.94611646470861, 57.94611646470861]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",72.94611646470861,FEDEX_FEDEX_GROUND
28728,56081,21.66,1386.1354140744406,3,"[30.900902760496272, 30.900902760496272, 51.90090276049627, 30.900902760496272, 47.90090276049627, 30.900902760496272, 51.90090276049627]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",30.900902760496272,FEDEX_FEDEX_GROUND
28728,24714,70.62,259.00694608393115,3,"[72.34671297389288, 72.34671297389288, 93.34671297389288, 72.34671297389288, 89.34671297389288, 72.34671297389288, 93.34671297389288]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",72.34671297389288,FEDEX_FEDEX_GROUND
28728,12742,93.22,978.2673237869437,3,"[99.74178215857962, 99.74178215857962, 120.74178215857962, 99.74178215857962, 116.74178215857962, 99.74178215857962, 120.74178215857962]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",99.74178215857962,FEDEX_FEDEX_GROUND
28728,41845,62.37,181.6939161089668,2,"[63.581292774059776, 99.58129277405978, 84.58129277405978, 63.581292774059776, 80.58129277405978, 96.58129277405978, 84.58129277405978]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",99.58129277405978,FEDEX_FEDEX_GROUND
28728,75783,66.71,1207.4240319035282,1,"[139.75949354602352, 110.75949354602352, 95.75949354602352, 134.75949354602352, 91.75949354602352, 107.75949354602352, 95.75949354602352]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",110.75949354602352,FEDEX_FEDEX_GROUND
28728,09833,28.57,10359.159251714547,3,"[97.63106167809698, 97.63106167809698, 118.63106167809698, 97.63106167809698, 114.63106167809698, 97.63106167809698, 118.63106167809698]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",97.63106167809698,FEDEX_FEDEX_GROUND
28728,63345,0.41,888.5740612949904,2,"[6.333827075299936, 42.333827075299936, 27.333827075299936, 6.333827075299936, 23.333827075299936, 39.333827075299936, 27.333827075299936]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",42.333827075299936,FEDEX_FEDEX_GROUND
28728,05744,38.98,1228.7472224541257,3,"[47.17164814969417, 47.17164814969417, 68.17164814969416, 47.17164814969417, 64.17164814969416, 47.17164814969417, 68.17164814969416]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",47.17164814969417,FEDEX_FEDEX_GROUND
28728,48005,90.42,816.555389699511,1,"[160.86370259799673, 131.86370259799673, 116.86370259799673, 155.86370259799673, 112.86370259799673, 128.86370259799673, 116.86370259799673]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",131.86370259799673,FEDEX_FEDEX_GROUND
28728,12185,43.76,1138.097036987144,2,"[51.34731357991429, 87.3473135799143, 72.3473135799143, 51.34731357991429, 68.3473135799143, 84.3473135799143, 72.3473135799143]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",87.3473135799143,FEDEX_FEDEX_GROUND
28728,91306,93.19,3257.8718176433194,1,"[179.90914545095546, 150.90914545095546, 135.90914545095546, 174.90914545095546, 131.90914545095546, 147.90914545095546, 135.90914545095546]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",150.90914545095546,FEDEX_FEDEX_GROUND
28728,33950,40.8,956.4755966145357,3,"[47.17650397743024, 47.17650397743024, 68.17650397743023, 47.17650397743024, 64.17650397743023, 47.17650397743024, 68.17650397743023]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",47.17650397743024,FEDEX_FEDEX_GROUND
28728,49816,18.1,1256.8949498723086,3,"[26.479299665815393, 26.479299665815393, 47.47929966581539, 26.479299665815393, 43.47929966581539, 26.479299665815393, 47.47929966581539]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",26.479299665815393,FEDEX_FEDEX_GROUND
28728,57650,90.71,2055.6743307121033,2,"[104.41449553808069, 140.4144955380807, 125.41449553808069, 104.41449553808069, 121.41449553808069, 137.4144955380807, 125.41449553808069]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",140.4144955380807,FEDEX_FEDEX_GROUND
28728,79091,25.25,1758.5129183217055,2,"[36.97341945547804, 72.97341945547804, 57.97341945547804, 36.97341945547804, 53.97341945547804, 69.97341945547804, 57.97341945547804]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",72.97341945547804,FEDEX_FEDEX_GROUND
28728,67038,57.73,1265.0621911970752,3,"[66.16374794131383, 66.16374794131383, 87.16374794131383, 66.16374794131383, 83.16374794131383, 66.16374794131383, 87.16374794131383]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",66.16374794131383,FEDEX_FEDEX_GROUND
28728,04034,79.18,1420.9828054999925,2,"[88.6532187033333, 124.6532187033333, 109.6532187033333, 88.6532187033333, 105.6532187033333, 121.6532187033333, 109.6532187033333]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",124.6532187033333,FEDEX_FEDEX_GROUND
28728,37748,30.91,170.2286600042079,3,"[32.04485773336138, 32.04485773336138, 53.04485773336138, 32.04485773336138, 49.04485773336138, 32.04485773336138, 53.04485773336138]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",32.04485773336138,FEDEX_FEDEX_GROUND
28728,65034,31.7,957.7522848369204,3,"[38.085015232246135, 38.085015232246135, 59.085015232246135, 38.085015232246135, 55.085015232246135, 38.085015232246135, 59.085015232246135]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",38.085015232246135,FEDEX_FEDEX_GROUND
28728,89138,11.31,2930.636313247974,1,"[95.84757542165316, 66.84757542165316, 51.84757542165316, 90.84757542165316, 47.84757542165316, 63.84757542165316, 51.84757542165316]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",66.84757542165316,FEDEX_FEDEX_GROUND
28728,81435,26.18,2247.8989682311917,2,"[41.16599312154128, 77.16599312154128, 62.16599312154128, 41.16599312154128, 58.16599312154128, 74.16599312154128, 62.16599312154128]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",77.16599312154128,FEDEX_FEDEX_GROUND
28728,63338,49.22,791.2392641609786,3,"[54.49492842773986, 54.49492842773986, 75.49492842773986, 54.49492842773986, 71.49492842773986, 54.49492842773986, 75.49492842773986]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",54.49492842773986,FEDEX_FEDEX_GROUND
28728,52003,89.97,1035.9193142867273,2,"[96.87612876191152, 132.8761287619115, 117.87612876191152, 96.87612876191152, 113.87612876191152, 129.8761287619115, 117.87612876191152]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",132.8761287619115,FEDEX_FEDEX_GROUND
28728,22844,11.63,501.7250694975413,2,"[14.974833796650277, 50.97483379665028, 35.97483379665027, 14.974833796650277, 31.974833796650273, 47.97483379665028, 35.97483379665027]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",50.97483379665028,FEDEX_FEDEX_GROUND
28728,22936,63.2,477.6428306284588,3,"[66.38428553752306, 66.38428553752306, 87.38428553752306, 66.38428553752306, 83.38428553752306, 66.38428553752306, 87.38428553752306]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",66.38428553752306,FEDEX_FEDEX_GROUND
28728,05444,24.02,1312.7240579703382,3,"[32.77149371980225, 32.77149371980225, 53.77149371980225, 32.77149371980225, 49.77149371980225, 32.77149371980225, 53.77149371980225]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",32.77149371980225,FEDEX_FEDEX_GROUND
28728,58363,74.91,2010.1697433087209,3,"[88.31113162205814, 88.31113162205814, 109.31113162205813, 88.31113162205814, 105.31113162205813, 88.31113162205814, 109.31113162205813]","[0, 0, 10, 0, 6, 0, 9]","[0, 0, 0.97, 0, 0.9, 0, 0.97]",88.31113162205814,FEDEX_FEDEX_GROUND
28728,83530,6.05,3016.9065797180924,1,"[91.16271053145395, 62.162710531453946, 47.162710531453946, 86.16271053145395, 43.162710531453946, 59.162710531453946, 47.162710531453946]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",62.162710531453946,FEDEX_FEDEX_GROUND
28728,71134,4.18,1066.3707839331119,1,"[76.28913855955409, 47.28913855955408, 32.289138559554075, 71.28913855955409, 28.28913855955408, 44.28913855955408, 32.289138559554075]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",47.28913855955408,FEDEX_FEDEX_GROUND
28728,54155,90.18,1105.2977811976145,2,"[97.54865187465077, 133.54865187465077, 118.54865187465077, 97.54865187465077, 114.54865187465077, 130.54865187465077, 118.54865187465077]","[0, 10, 10, 0, 6, 8, 9]","[0, 0.99, 0.97, 0, 0.9, 0.96, 0.97]",133.54865187465077,FEDEX_FEDEX_GROUND
28728,79381,30.28,1757.1164825069586,1,"[106.99410988337972, 77.99410988337974, 62.99410988337973, 101.99410988337972, 58.99410988337973, 74.99410988337974, 62.99410988337973]","[10, 10, 10, 7, 6, 8, 9]","[0.99, 0.99, 0.97, 0.9, 0.9, 0.96, 0.97]",77.99410988337974,FEDEX_FEDEX_GROUND
