from_address,to_addresss,weight,distance,costs,shipping_cost,carrier_ServiceType
75479,31532,52,1288.9930581179638,"[154.73793058117965, 80.04128705411975, 75.44128705411975, 113.34528705411975, 75.20128705411976, 118.73728705411976, 80.49728705411977]",80.59328705411976,FEDEX_FEDEX_GROUND
75479,35082,138,949.5536999081172,"[280.3435369990812, 163.77835799938748, 159.17835799938746, 193.64235799938746, 156.35835799938744, 199.89435799938744, 159.93435799938743]",164.33035799938745,FEDEX_FEDEX_GROUND
75479,56178,144,1186.6806171501248,"[291.71480617150127, 171.3592041143342, 166.75920411433418, 200.9832041143342, 163.75920411433418, 207.29520411433418, 167.21520411433414]",171.91120411433417,FEDEX_FEDEX_GROUND
75479,31917,94,1076.2248342606142,"[215.61024834260616, 120.62283222840409, 116.0228322284041, 152.24683222840412, 114.5228322284041, 158.0588322284041, 118.9788322284041]",121.1748322284041,FEDEX_FEDEX_GROUND
75479,26167,18,1540.1305839398053,"[106.24930583939805, 47.71553722626536, 43.11553722626537, 82.37953722626537, 43.89553722626537, 87.43153722626539, 49.87153722626537]",48.26753722626537,FEDEX_FEDEX_GROUND
75479,97503,6,2505.3113001052407,"[97.90111300105241, 42.15007533403493, 37.550075334034936, 77.29407533403493, 38.69007533403494, 82.22607533403493, 44.90607533403493]",42.70207533403494,FEDEX_FEDEX_GROUND
75479,64429,106,706.3691761037604,"[229.91169176103762, 130.15712784069177, 125.55712784069173, 161.30112784069175, 123.69712784069173, 167.23312784069174, 127.91312784069173]",130.70912784069174,FEDEX_FEDEX_GROUND
75479,66930,58,685.0440593895726,"[157.69844059389573, 82.01496039593047, 77.41496039593048, 115.07896039593048, 76.99496039593049, 120.53096039593049, 82.17096039593048]",82.56696039593048,FEDEX_FEDEX_GROUND
75479,95518,4,2571.932005631697,"[95.56732005631697, 40.59421337087797, 35.99421337087798, 75.81821337087797, 37.19421337087798, 80.73021337087798, 43.450213370877975]",41.14621337087798,FEDEX_FEDEX_GROUND
75479,64646,128,772.6558058868007,"[263.57455805886804, 152.59903870591205, 147.99903870591203, 182.86303870591203, 145.47903870591202, 189.015038705912, 149.255038705912]",153.15103870591201,FEDEX_FEDEX_GROUND
75479,74902,102,250.3572302806866,"[219.3515723028069, 123.11704820187124, 118.51704820187125, 154.42104820187126, 116.77704820187125, 160.31304820187125, 121.07304820187125]",123.66904820187125,FEDEX_FEDEX_GROUND
75479,11370,76,2135.098199958165,"[199.19898199958166, 109.6819879997211, 105.08198799972111, 142.02598799972114, 104.12198799972111, 147.65798799972112, 108.9379879997211]",110.23398799972111,FEDEX_FEDEX_GROUND
75479,36304,124,1067.1620548606413,"[260.51962054860644, 150.562413699071, 145.96241369907096, 180.98641369907097, 143.56241369907096, 187.09841369907093, 147.41841369907092]",151.11441369907095,FEDEX_FEDEX_GROUND
75479,66629,92,608.0734481133817,"[207.92873448113383, 115.50182298742254, 110.90182298742255, 147.20582298742255, 109.46182298742255, 152.99782298742255, 113.95782298742255]",116.05382298742255,FEDEX_FEDEX_GROUND
75479,62977,0,846.9969257912342,"[72.31796925791234, 25.094646171941562, 20.49464617194156, 60.478646171941556, 21.814646171941565, 65.35064617194156, 28.150646171941563]",25.646646171941562,FEDEX_FEDEX_GROUND
75479,49265,64,1418.4081933437315,"[174.03208193343733, 92.90405462229154, 88.30405462229155, 125.72805462229154, 87.70405462229155, 131.24005462229155, 92.76005462229155]",93.45605462229155,FEDEX_FEDEX_GROUND
75479,30272,138,1095.214175810767,"[281.8001417581077, 164.74942783873848, 160.14942783873846, 194.61342783873846, 157.32942783873844, 200.86542783873844, 160.90542783873843]",165.30142783873845,FEDEX_FEDEX_GROUND
75479,15065,8,1664.6323188386966,"[92.49432318838696, 38.545548792257975, 33.94554879225798, 73.60954879225798, 35.02554879225798, 78.561548792258, 41.20154879225798]",39.09754879225798,FEDEX_FEDEX_GROUND
75479,71134,110,266.2176122107629,"[231.51017612210762, 131.2227840814051, 126.62278408140509, 162.20678408140512, 124.6427840814051, 168.1787840814051, 128.7787840814051]",131.77478408140507,FEDEX_FEDEX_GROUND
75479,72623,62,485.22741566853097,"[161.70027415668534, 84.6828494377902, 80.0828494377902, 117.58684943779019, 79.54284943779021, 123.07884943779021, 84.63884943779021]",85.2348494377902,FEDEX_FEDEX_GROUND
75479,83120,4,1649.5967002093432,"[86.34396700209344, 34.44531133472895, 29.845311334728954, 69.66931133472895, 31.045311334728957, 74.58131133472895, 37.30131133472895]",34.997311334728956,FEDEX_FEDEX_GROUND
75479,98327,22,2664.6412645120613,"[123.49441264512062, 59.21227509674707, 54.61227509674708, 93.71627509674707, 55.27227509674707, 98.80827509674708, 61.168275096747074]",59.76427509674708,FEDEX_FEDEX_GROUND
75479,16735,144,1781.3763536758029,"[297.66176353675803, 175.3238423578387, 170.7238423578387, 204.9478423578387, 167.7238423578387, 211.2598423578387, 171.17984235783865]",175.87584235783868,FEDEX_FEDEX_GROUND
75479,05602,130,2360.5403345870545,"[282.4534033458705, 165.18493556391374, 160.58493556391372, 195.3689355639137, 158.0049355639137, 201.5409355639137, 161.7409355639137]",165.7369355639137,FEDEX_FEDEX_GROUND
75479,93774,42,2139.8780175927386,"[148.2467801759274, 75.71385345061826, 71.11385345061827, 109.41785345061825, 71.17385345061827, 114.70985345061828, 76.66985345061826]",76.26585345061827,FEDEX_FEDEX_GROUND
75479,96118,124,2226.819318305712,"[272.11619318305713, 158.2934621220381, 153.69346212203808, 188.71746212203809, 151.29346212203808, 194.82946212203808, 155.14946212203807]",158.84546212203807,FEDEX_FEDEX_GROUND
75479,62849,84,879.0918661084131,"[198.63891866108415, 109.30861244072274, 104.70861244072275, 141.33261244072278, 103.50861244072277, 147.04461244072277, 108.16461244072276]",109.86061244072275,FEDEX_FEDEX_GROUND
75479,16022,88,1682.8511825206258,"[212.67651182520626, 118.66700788347083, 114.06700788347084, 150.53100788347083, 112.74700788347084, 156.28300788347084, 117.32300788347084]",119.21900788347084,FEDEX_FEDEX_GROUND
75479,70450,108,642.4891816828115,"[232.27289181682812, 131.7312612112188, 127.13126121121874, 162.79526121121876, 125.21126121121874, 168.74726121121876, 129.38726121121874]",132.28326121121876,FEDEX_FEDEX_GROUND
75479,70819,148,612.0096558518038,"[291.9680965585181, 171.5280643723454, 166.92806437234537, 200.99206437234537, 163.80806437234537, 207.34406437234537, 167.18406437234535]",172.08006437234536,FEDEX_FEDEX_GROUND
75479,19516,48,1954.9962292740502,"[155.39796229274052, 80.48130819516034, 75.88130819516034, 113.94530819516032, 75.76130819516035, 119.29730819516034, 81.13730819516034]",81.03330819516034,FEDEX_FEDEX_GROUND
75479,28287,64,1436.048250754507,"[174.20848250754509, 93.02165500503004, 88.42165500503005, 125.84565500503004, 87.82165500503005, 131.35765500503004, 92.87765500503005]",93.57365500503005,FEDEX_FEDEX_GROUND
75479,59868,80,2084.329348939227,"[204.69129348939228, 113.34352899292817, 108.74352899292818, 145.5275289929282, 107.66352899292818, 151.19952899292818, 112.39952899292818]",113.89552899292818,FEDEX_FEDEX_GROUND
75479,19175,126,2012.2922015872116,"[272.97092201587213, 158.86328134391476, 154.26328134391474, 189.20728134391476, 151.80328134391476, 195.33928134391476, 155.6192813439147]",159.41528134391473,FEDEX_FEDEX_GROUND
75479,33710,98,1452.7835518364045,"[225.37583551836406, 127.13322367890936, 122.53322367890937, 158.5972236789094, 120.91322367890938, 164.4492236789094, 125.28922367890937]",127.68522367890937,FEDEX_FEDEX_GROUND
75479,59072,6,1758.8128292302692,"[90.43612829230268, 37.173418861535126, 32.57341886153513, 72.31741886153513, 33.71341886153513, 77.24941886153513, 39.92941886153513]",37.72541886153513,FEDEX_FEDEX_GROUND
75479,81435,134,1140.4619182021902,"[276.25261918202193, 161.05107945468131, 156.4510794546813, 191.0750794546813, 153.75107945468127, 197.28707945468125, 157.40707945468125]",161.60307945468128,FEDEX_FEDEX_GROUND
75479,54467,42,1340.3409599196725,"[140.25140959919673, 70.38360639946448, 65.78360639946449, 104.08760639946448, 65.84360639946448, 109.3796063994645, 71.33960639946449]",70.93560639946449,FEDEX_FEDEX_GROUND
75479,96079,82,2423.2380238068235,"[211.08038023806824, 117.60292015871215, 113.00292015871216, 149.70692015871217, 111.86292015871216, 155.39892015871214, 116.55892015871216]",118.15492015871216,FEDEX_FEDEX_GROUND
75479,49084,50,1292.1855451672964,"[151.76985545167298, 78.0625703011153, 73.4625703011153, 111.4465703011153, 73.28257030111531, 116.81857030111532, 78.61857030111531]",78.61457030111531,FEDEX_FEDEX_GROUND
75479,14809,128,1914.1601075442964,"[274.989601075443, 160.20906738362868, 155.60906738362866, 190.47306738362866, 153.08906738362865, 196.62506738362865, 156.86506738362863]",160.76106738362864,FEDEX_FEDEX_GROUND
75479,28603,138,1395.6797400772757,"[284.80479740077277, 166.7525316005152, 162.15253160051518, 196.61653160051517, 159.33253160051515, 202.86853160051515, 162.90853160051515]",167.30453160051516,FEDEX_FEDEX_GROUND
75479,95834,48,2319.776359217376,"[159.04576359217378, 82.91317572811583, 78.31317572811584, 116.37717572811583, 78.19317572811585, 121.72917572811585, 83.56917572811584]",83.46517572811584,FEDEX_FEDEX_GROUND
75479,72206,112,393.4216838628578,"[235.78221683862859, 134.07081122575244, 129.4708112257524, 164.9748112257524, 127.4308112257524, 170.9668112257524, 131.52681122575237]",134.6228112257524,FEDEX_FEDEX_GROUND
75479,20442,16,1826.3541139574672,"[106.11154113957467, 47.62369409304978, 43.023694093049784, 82.36769409304978, 43.86369409304978, 87.39969409304979, 49.879694093049785]",48.175694093049785,FEDEX_FEDEX_GROUND
75479,98547,26,2754.426548936441,"[130.39226548936443, 63.810843659576264, 59.21084365957627, 98.15484365957627, 59.75084365957627, 103.28684365957628, 65.56684365957628]",64.36284365957627,FEDEX_FEDEX_GROUND
75479,63036,142,725.0470507966628,"[284.0984705079666, 166.28164700531113, 161.6816470053111, 195.9856470053111, 158.7416470053111, 202.2776470053111, 162.2376470053111]",166.8336470053111,FEDEX_FEDEX_GROUND
75479,12185,58,2232.957313040935,"[173.17757313040937, 92.33438208693956, 87.73438208693956, 125.39838208693956, 87.31438208693957, 130.85038208693956, 92.49038208693956]",92.88638208693956,FEDEX_FEDEX_GROUND
75479,49117,4,1240.377788474893,"[82.25177788474893, 31.717185256499285, 27.117185256499283, 66.94118525649928, 28.317185256499286, 71.85318525649929, 34.57318525649928]",32.269185256499284,FEDEX_FEDEX_GROUND
75479,48632,126,1502.0060078065678,"[267.8680600780657, 155.46137338537716, 150.86137338537714, 185.80537338537712, 148.40137338537713, 191.93737338537713, 152.2173733853771]",156.01337338537712,FEDEX_FEDEX_GROUND
75479,89138,80,1754.3082590696713,"[201.39108259069673, 111.1433883937978, 106.54338839379781, 143.32738839379783, 105.46338839379781, 148.9993883937978, 110.19938839379782]",111.69538839379781,FEDEX_FEDEX_GROUND
75479,43912,8,1558.4511405282003,"[91.432511405282, 37.837674270187996, 33.237674270188, 72.90167427018801, 34.317674270188, 77.85367427018802, 40.493674270188]",38.389674270188,FEDEX_FEDEX_GROUND
75479,24714,64,1434.6292668149358,"[174.1942926681494, 93.01219511209956, 88.41219511209957, 125.83619511209956, 87.81219511209957, 131.34819511209957, 92.86819511209957]",93.56419511209957,FEDEX_FEDEX_GROUND
75479,28728,36,1265.8813523724457,"[130.50681352372447, 63.887209015816296, 59.2872090158163, 97.8312090158163, 59.527209015816304, 103.06320901581631, 65.1432090158163]",64.4392090158163,FEDEX_FEDEX_GROUND
75479,58716,128,1625.1075747412958,"[272.099075747413, 158.28205049827534, 153.68205049827532, 188.54605049827532, 151.1620504982753, 194.6980504982753, 154.9380504982753]",158.8340504982753,FEDEX_FEDEX_GROUND
75479,05444,36,2353.575394493374,"[141.38375394493374, 71.13850262995582, 66.53850262995583, 105.08250262995583, 66.77850262995584, 110.31450262995584, 72.39450262995582]",71.69050262995583,FEDEX_FEDEX_GROUND
75479,80165,70,1021.0870438626308,"[179.05887043862631, 96.2552469590842, 91.65524695908421, 128.83924695908422, 90.87524695908421, 134.41124695908422, 95.81124695908422]",96.80724695908421,FEDEX_FEDEX_GROUND
75479,55808,64,1494.9762850490424,"[174.79776285049044, 93.4145085669936, 88.81450856699361, 126.2385085669936, 88.21450856699363, 131.75050856699363, 93.27050856699363]",93.96650856699361,FEDEX_FEDEX_GROUND
75479,30033,68,1115.9016604165536,"[177.00701660416556, 94.88734440277702, 90.28734440277702, 127.55134440277702, 89.56734440277702, 133.10334440277703, 94.54334440277702]",95.43934440277702,FEDEX_FEDEX_GROUND
75479,50230,48,1002.5429772434188,"[145.8734297724342, 74.13161984828945, 69.53161984828945, 107.59561984828946, 69.41161984828946, 112.94761984828946, 74.78761984828945]",74.68361984828945,FEDEX_FEDEX_GROUND
75479,36512,58,833.7061400923425,"[159.18506140092344, 83.00604093394894, 78.40604093394894, 116.07004093394895, 77.98604093394896, 121.52204093394894, 83.16204093394894]",83.55804093394894,FEDEX_FEDEX_GROUND
75479,96203,86,10923.27155163994,"[302.08071551639944, 178.26981034426632, 173.6698103442663, 210.2138103442663, 172.40981034426628, 215.9458103442663, 177.02581034426626]",178.82181034426628,FEDEX_FEDEX_GROUND
75479,57650,74,1475.776915528911,"[189.60576915528912, 103.28651277019274, 98.68651277019275, 135.71051277019276, 97.78651277019276, 141.32251277019276, 102.64251277019274]",103.83851277019275,FEDEX_FEDEX_GROUND
75479,46524,128,1247.0703593821452,"[268.31870359382145, 155.761802395881, 151.16180239588098, 186.025802395881, 148.64180239588097, 192.17780239588097, 152.41780239588095]",156.31380239588097,FEDEX_FEDEX_GROUND
75479,48846,94,1431.4848709420091,"[219.1628487094201, 122.99123247294672, 118.39123247294673, 154.61523247294676, 116.89123247294673, 160.42723247294674, 121.34723247294673]",123.54323247294673,FEDEX_FEDEX_GROUND
75479,62544,48,943.2502594555405,"[145.2805025945554, 73.73633506303693, 69.13633506303694, 107.20033506303693, 69.01633506303695, 112.55233506303695, 74.39233506303694]",74.28833506303694,FEDEX_FEDEX_GROUND
75479,33134,62,1777.8678221237622,"[174.62667822123763, 93.30045214749174, 88.70045214749175, 126.20445214749174, 88.16045214749175, 131.69645214749175, 93.25645214749174]",93.85245214749175,FEDEX_FEDEX_GROUND
75479,49816,34,1625.6480579736042,"[131.10448057973605, 64.28565371982403, 59.68565371982403, 98.30965371982403, 59.98565371982402, 103.52165371982403, 65.64165371982403]",64.83765371982403,FEDEX_FEDEX_GROUND
75479,83712,4,2041.2005045721833,"[90.26000504572183, 37.05600336381455, 32.45600336381455, 72.28000336381456, 33.65600336381456, 77.19200336381456, 39.91200336381455]",37.608003363814554,FEDEX_FEDEX_GROUND
75479,31791,16,1191.8887639318134,"[99.76688763931813, 43.393925092878746, 38.79392509287875, 78.13792509287875, 39.633925092878755, 83.16992509287876, 45.64992509287875]",43.94592509287875,FEDEX_FEDEX_GROUND
75479,05744,50,2300.4335995399088,"[161.8523359953991, 84.78422399693271, 80.18422399693272, 118.16822399693272, 80.00422399693272, 123.54022399693274, 85.34022399693272]",85.33622399693272,FEDEX_FEDEX_GROUND
75479,35144,136,884.7331711360348,"[276.6953317113604, 161.34622114090695, 156.74622114090693, 191.29022114090694, 153.98622114090688, 197.52222114090688, 157.6022211409069]",161.8982211409069,FEDEX_FEDEX_GROUND
75479,62262,122,869.0184582928953,"[255.53818458292898, 147.24145638861933, 142.6414563886193, 177.74545638861932, 140.3014563886193, 183.83745638861933, 144.1974563886193]",147.7934563886193,FEDEX_FEDEX_GROUND
75479,53826,100,1157.5795075454876,"[225.4237950754549, 127.1651967169699, 122.56519671696991, 158.54919671696993, 120.88519671696992, 164.42119671696992, 125.22119671696991]",127.71719671696991,FEDEX_FEDEX_GROUND
75479,60120,100,1175.1787214914273,"[225.59978721491427, 127.28252480994284, 122.68252480994285, 158.66652480994287, 121.00252480994286, 164.53852480994286, 125.33852480994285]",127.83452480994285,FEDEX_FEDEX_GROUND
75479,21623,148,1919.2306701867897,"[305.0403067018679, 180.24287113457865, 175.64287113457863, 209.70687113457862, 172.52287113457862, 216.05887113457862, 175.89887113457857]",180.7948711345786,FEDEX_FEDEX_GROUND
75479,87941,128,1015.8891830538096,"[266.0068918305381, 154.2205945536921, 149.6205945536921, 184.4845945536921, 147.10059455369208, 190.63659455369208, 150.87659455369206]",154.77259455369207,FEDEX_FEDEX_GROUND
75479,63345,64,760.8109985229142,"[167.45610998522915, 88.52007332348609, 83.9200733234861, 121.34407332348609, 83.3200733234861, 126.8560733234861, 88.3760733234861]",89.0720733234861,FEDEX_FEDEX_GROUND
75479,08558,16,2059.885213474335,"[108.44685213474335, 49.180568089828895, 44.5805680898289, 83.9245680898289, 45.4205680898289, 88.9565680898289, 51.4365680898289]",49.7325680898289,FEDEX_FEDEX_GROUND
75479,53018,80,1257.1623265971923,"[196.41962326597195, 107.82908217731462, 103.22908217731462, 140.01308217731463, 102.14908217731463, 145.6850821773146, 106.88508217731463]",108.38108217731462,FEDEX_FEDEX_GROUND
75479,12574,136,2166.2840978125932,"[289.51084097812594, 169.88989398541733, 165.2898939854173, 199.83389398541732, 162.5298939854173, 206.0658939854173, 166.14589398541727]",170.4418939854173,FEDEX_FEDEX_GROUND
75479,45374,92,1292.5921217926775,"[214.77392121792678, 120.06528081195118, 115.46528081195119, 151.7692808119512, 114.02528081195118, 157.56128081195118, 118.52128081195117]",120.61728081195119,FEDEX_FEDEX_GROUND
75479,44853,132,1416.2341028838716,"[276.0103410288387, 160.88956068589252, 156.2895606858925, 190.9935606858925, 153.64956068589248, 197.18556068589248, 157.34556068589245]",161.44156068589248,FEDEX_FEDEX_GROUND
75479,99678,92,5395.9758572110895,"[255.8077585721109, 147.4211723814073, 142.82117238140728, 179.12517238140728, 141.38117238140728, 184.91717238140728, 145.87717238140723]",147.97317238140727,FEDEX_FEDEX_GROUND
75479,32337,22,1211.983891187815,"[108.96783891187815, 49.52789260791876, 44.927892607918764, 84.03189260791876, 45.58789260791877, 89.12389260791878, 51.48389260791876]",50.079892607918765,FEDEX_FEDEX_GROUND
75479,49341,144,1415.5191616669656,"[294.00319161666965, 172.88479441111315, 168.28479441111313, 202.50879441111314, 165.28479441111313, 208.82079441111313, 168.7407944111131]",173.4367944111131,FEDEX_FEDEX_GROUND
75479,15546,34,1698.497134147347,"[131.83297134147347, 64.77131422764897, 60.17131422764898, 98.79531422764897, 60.471314227648975, 104.00731422764898, 66.12731422764898]",65.32331422764898,FEDEX_FEDEX_GROUND
75479,87730,106,771.1384291541261,"[230.55938429154128, 130.58892286102756, 125.9889228610275, 161.7329228610275, 124.1289228610275, 167.6649228610275, 128.3449228610275]",131.14092286102752,FEDEX_FEDEX_GROUND
75479,22844,76,1680.849210590423,"[194.65649210590425, 106.65366140393614, 102.05366140393615, 138.99766140393618, 101.09366140393615, 144.62966140393615, 105.90966140393617]",107.20566140393615,FEDEX_FEDEX_GROUND
75479,12742,56,2098.3288310251737,"[168.83128831025175, 89.43685887350115, 84.83685887350116, 122.58085887350114, 84.47685887350116, 128.01285887350116, 89.69285887350115]",89.98885887350116,FEDEX_FEDEX_GROUND
75479,80744,44,974.7751937294287,"[139.5957519372943, 69.94650129152951, 65.34650129152952, 103.57050129152951, 65.34650129152953, 108.88250129152954, 70.80250129152952]",70.49850129152952,FEDEX_FEDEX_GROUND
75479,09833,20,11424.563529995841,"[208.0936352999584, 115.61175686663894, 111.01175686663895, 150.19575686663896, 111.73175686663896, 155.26775686663896, 117.66775686663895]",116.16375686663895,FEDEX_FEDEX_GROUND
75479,48091,142,1521.6778124151638,"[292.06477812415164, 171.59251874943448, 166.99251874943445, 201.29651874943445, 164.05251874943446, 207.58851874943446, 167.5485187494344]",172.14451874943444,FEDEX_FEDEX_GROUND
75479,63338,130,766.4722800832345,"[266.51272280083236, 154.55781520055493, 149.9578152005549, 184.74181520055492, 147.3778152005549, 190.9138152005549, 151.11381520055488]",155.1098152005549,FEDEX_FEDEX_GROUND
75479,34430,14,1411.735757442001,"[98.96535757442001, 42.85957171628, 38.25957171628001, 77.68357171628, 39.159571716280006, 82.69557171628001, 45.21557171628]",43.41157171628001,FEDEX_FEDEX_GROUND
75479,90037,96,2023.414401521558,"[228.0821440152156, 128.9374293434771, 124.33742934347705, 160.48142934347706, 122.77742934347707, 166.31342934347708, 127.19342934347705]",129.48942934347707,FEDEX_FEDEX_GROUND
75479,67038,94,396.7851226312216,"[208.81585122631225, 116.0932341508748, 111.49323415087481, 147.71723415087482, 109.99323415087481, 153.5292341508748, 114.44923415087482]",116.64523415087481,FEDEX_FEDEX_GROUND
75479,68718,64,1006.2321599068696,"[169.9103215990687, 90.15621439937912, 85.55621439937913, 122.98021439937912, 84.95621439937914, 128.49221439937912, 90.01221439937913]",90.70821439937913,FEDEX_FEDEX_GROUND
75479,58363,56,1703.7159330583008,"[164.885159330583, 86.80610622038867, 82.20610622038868, 119.95010622038868, 81.84610622038868, 125.38210622038869, 87.06210622038869]",87.35810622038868,FEDEX_FEDEX_GROUND
75479,75404,94,66.10427147638946,"[205.5090427147639, 113.88869514317592, 109.28869514317593, 145.51269514317593, 107.78869514317593, 151.32469514317592, 112.24469514317593]",114.44069514317593,FEDEX_FEDEX_GROUND
75479,17862,120,1883.5089615198683,"[262.6830896151987, 152.0047264101325, 147.40472641013247, 182.58872641013247, 145.12472641013244, 188.66072641013244, 149.06072641013245]",152.55672641013246,FEDEX_FEDEX_GROUND
75479,84011,10,1591.9483236248843,"[94.76748323624885, 40.06098882416589, 35.460988824165895, 75.04498882416588, 36.4809888241659, 80.0169888241659, 42.616988824165894]",40.612988824165896,FEDEX_FEDEX_GROUND
75479,71002,72,345.43509009793485,"[175.30235090097938, 93.75090060065288, 89.15090060065289, 126.25490060065289, 88.3109006006529, 131.8469006006529, 93.2069006006529]",94.30290060065289,FEDEX_FEDEX_GROUND
75479,99651,40,5478.180175257037,"[178.6298017525704, 95.96920116838025, 91.36920116838026, 129.7532011683803, 91.48920116838025, 135.02520116838025, 97.02520116838026]",96.52120116838026,FEDEX_FEDEX_GROUND
75479,91306,2,2048.0335781090494,"[87.3283357810905, 35.10155718739365, 30.50155718739366, 70.40555718739365, 31.761557187393667, 75.29755718739366, 38.057557187393655]",35.65355718739366,FEDEX_FEDEX_GROUND
75479,76884,84,363.31619798483877,"[193.4811619798484, 105.87010798656559, 101.27010798656559, 137.89410798656561, 100.0701079865656, 143.6061079865656, 104.7261079865656]",106.42210798656559,FEDEX_FEDEX_GROUND
75479,80823,98,856.4200413903826,"[219.41220041390383, 123.15746694260254, 118.55746694260255, 154.62146694260258, 116.93746694260255, 160.47346694260256, 121.31346694260255]",123.70946694260255,FEDEX_FEDEX_GROUND
75479,46761,22,1313.1052875056007,"[109.97905287505601, 50.20203525003733, 45.60203525003734, 84.70603525003733, 46.262035250037336, 89.79803525003734, 52.15803525003734]",50.75403525003734,FEDEX_FEDEX_GROUND
75479,11423,90,2143.8945391844627,"[220.28694539184465, 123.74063026122975, 119.14063026122976, 155.52463026122976, 117.76063026122975, 161.29663026122975, 122.29663026122977]",124.29263026122976,FEDEX_FEDEX_GROUND
75479,31820,38,1076.6087866407752,"[131.61408786640777, 64.62539191093849, 60.0253919109385, 98.4893919109385, 60.2053919109385, 103.7413919109385, 65.78139191093851]",65.1773919109385,FEDEX_FEDEX_GROUND
75479,24505,16,1611.4567556910683,"[103.96256755691068, 46.19104503794045, 41.591045037940454, 80.93504503794045, 42.43104503794046, 85.96704503794047, 48.44704503794045]",46.743045037940455,FEDEX_FEDEX_GROUND
75479,33233,54,1784.0055255339403,"[162.6880552553394, 85.34137017022626, 80.74137017022626, 118.56537017022626, 80.44137017022626, 123.97737017022627, 85.69737017022628]",85.89337017022626,FEDEX_FEDEX_GROUND
75479,22125,102,1800.6158925450607,"[234.85415892545063, 133.45210595030045, 128.8521059503004, 164.75610595030042, 127.11210595030042, 170.64810595030042, 131.40810595030038]",134.0041059503004,FEDEX_FEDEX_GROUND
75479,04074,44,2503.2193232154705,"[154.8801932321547, 80.13612882143646, 75.53612882143646, 113.76012882143645, 75.53612882143648, 119.07212882143648, 80.99212882143648]",80.68812882143646,FEDEX_FEDEX_GROUND
75479,18218,124,1973.6304764596389,"[269.5843047645964, 156.60553650973097, 152.00553650973094, 187.02953650973095, 149.60553650973094, 193.14153650973094, 153.4615365097309]",157.15753650973093,FEDEX_FEDEX_GROUND
75479,20686,112,1860.6479486302535,"[250.45447948630255, 143.85231965753508, 139.25231965753505, 174.75631965753504, 137.21231965753503, 180.74831965753503, 141.308319657535]",144.40431965753504,FEDEX_FEDEX_GROUND
75479,33950,94,1559.5764278607924,"[220.44376427860794, 123.84517618573861, 119.24517618573861, 155.46917618573863, 117.74517618573861, 161.28117618573862, 122.20117618573862]",124.39717618573862,FEDEX_FEDEX_GROUND
75479,56165,44,1125.0919247805207,"[141.0989192478052, 70.94861283187014, 66.34861283187014, 104.57261283187012, 66.34861283187014, 109.88461283187016, 71.80461283187014]",71.50061283187014,FEDEX_FEDEX_GROUND
75479,90703,72,2004.7534258450162,"[191.89553425845017, 104.81302283896677, 100.21302283896678, 137.3170228389668, 99.37302283896679, 142.9090228389668, 104.26902283896676]",105.36502283896678,FEDEX_FEDEX_GROUND
75479,01021,28,2280.919410914634,"[128.65719410914636, 62.65412940609755, 58.05412940609756, 96.91812940609755, 58.53412940609756, 102.07012940609756, 64.31012940609754]",63.20612940609756,FEDEX_FEDEX_GROUND
75479,04563,142,2598.8397200322665,"[302.83639720032266, 178.7735981335485, 174.17359813354847, 208.47759813354847, 171.23359813354847, 214.76959813354847, 174.72959813354845]",179.32559813354845,FEDEX_FEDEX_GROUND
75479,75783,128,123.58406137100303,"[257.08384061371004, 148.2718937424734, 143.67189374247337, 178.53589374247338, 141.15189374247336, 184.68789374247336, 144.92789374247334]",148.82389374247336,FEDEX_FEDEX_GROUND
75479,59441,72,1833.5224039125562,"[190.18322403912558, 103.67148269275036, 99.07148269275037, 136.17548269275042, 98.23148269275038, 141.76748269275038, 103.12748269275038]",104.22348269275037,FEDEX_FEDEX_GROUND
75479,27698,82,1636.2320837201075,"[203.2103208372011, 112.35621389146738, 107.75621389146738, 144.46021389146742, 106.61621389146738, 150.1522138914674, 111.31221389146738]",112.90821389146738,FEDEX_FEDEX_GROUND
75479,17943,44,1933.7718706669027,"[149.18571870666904, 76.33981247111268, 71.73981247111269, 109.96381247111267, 71.73981247111269, 115.27581247111269, 77.19581247111269]",76.89181247111269,FEDEX_FEDEX_GROUND
75479,39442,68,716.8695973803915,"[173.01669597380393, 92.2271306492026, 87.62713064920261, 124.89113064920261, 86.90713064920261, 130.4431306492026, 91.88313064920261]",92.77913064920261,FEDEX_FEDEX_GROUND
75479,10512,136,2172.3095519630638,"[289.57109551963066, 169.9300636797538, 165.33006367975378, 199.8740636797538, 162.57006367975376, 206.10606367975376, 166.18606367975374]",170.48206367975376,FEDEX_FEDEX_GROUND
75479,32709,130,1563.4004684063773,"[274.4820046840638, 159.87066978937588, 155.27066978937586, 190.05466978937588, 152.69066978937585, 196.22666978937585, 156.42666978937584]",160.42266978937585,FEDEX_FEDEX_GROUND
75479,38647,64,671.411060372912,"[166.56211060372914, 87.9240737358194, 83.32407373581941, 120.7480737358194, 82.72407373581942, 126.26007373581942, 87.78007373581941]",88.47607373581941,FEDEX_FEDEX_GROUND
75479,21050,70,1895.6958055974903,"[187.8049580559749, 102.0859720373166, 97.4859720373166, 134.66997203731663, 96.7059720373166, 140.2419720373166, 101.6419720373166]",102.6379720373166,FEDEX_FEDEX_GROUND
75479,04034,136,2531.0241000300402,"[293.1582410003004, 172.3214940002003, 167.7214940002003, 202.26549400020028, 164.96149400020028, 208.49749400020028, 168.57749400020023]",172.87349400020025,FEDEX_FEDEX_GROUND
